name,line
Rick," Nope, it was important to your dumb devil friend. To me this was all just a bit like when Bugs Bunny fucks with the opera singer for twenty minutes."
Summer, He tried to kill himself.
Rick, Seriously? Holy crap. Holy crap.
Summer," But you know what, grandpa Rick? He’s strong. And he’s never going to give up."
Rick," Uh huh, yeah, I don’t care."
Summer," Oh, I know. Everyone knows you don’t care."
Rick, So?
Summer, So… have fun not caring.
Rick, I always do.
Summer, Good.
Rick," Yeah, it is good. It’s the best."
Summer, I’m sure it is. Bye.
Rick, Later!
Customer, I’m here to pick up my undead cat and child.
Rick," Yeah, uh, gimmie a sec."
Employee, These are the forms for the employee health plan.
Rick," Alright, yeah, uh, put ‘em on my… eh."
Rick, I just got bored. Everybody out.
Jerry," Alright, just one more rally, then I promise, we’ll get back to your science project."
Morty," Dad, Pluto isn’t a planet! It’s shrinking because of corporations!"
Jerry," Yeah, that’s what that anti-planet nutjob Scroopy Noopers was screaming about outside the Ministry of Moneys fundraiser. Are you telling me four billion plutonians are wrong?"
Morty, You told me science wasn’t easy!
Jerry," I said science isn’t always easy, obviously that means sometimes it is easy. Let’s not debase ourselves with word games, son."
Morty," Dad, their whole planet is dying!"
Jerry, Hah! You called it a planet! Checkmate.
Jerry," What’s up, Pluto?"
Plutonian woman," Mr. Smith, please! Tell my friend here what you just told me, go on."
Jerry," My Very Eager Mother Just Served Us Nine Pickles, and the pickles is Pluto."
Plutonian man, My god! The man’s a genius!
Morty," Um, excuse me? [taps champagne glass with spoon]"
Jerry," Morty, what?"
Morty," Dad, what did you think about the recent report published by the Pluto Science Reader, linking plutoquakes, sinkholes and surface shrinkage to deep core plutonium drilling?"
Jerry," ...Well son, what did you think when you were five, and you pooped your pants, and you threw your poopy undies out your bedroom window because you thought it was like throwing something in the garbage?"
Plutonians, [laughing]
Jerry," I mean, I’m trimming the hedges and these things are just hanging there, was I supposed to think the poop bunny left them?"
Morty," Good one, dad."
Rick," [looks into Morty’s room] Hey Morty, you wanna go on a- oh. [goes into kitchen] Hey Beth? Hello? [Goes into living room] Hey Jerry, you in here being stupid? [sighs]"
Rick," Thanks. Hey, y’know, I was thinking I might watch a movie…"
Butter robot, I am not programmed for friendship.
Rick, Suit yourself.
Rick, Hey! [clears throat] Hey. What’s going on?
Morty," Um… listen, can you help me do this stupid science fair project?"
Rick, Whatever.
Flippynips," Jerry, you must be so excited! The Plutobell Prize is the highest honour a scientist can receive!"
Jerry," I’m flattered, and humbled."
Flippynips," Ooh, I like that. Use that in your speech. Also, talk about Pluto being a planet, people like that."
Policeman, Your highness! We’ve captured Scroopy Noopers!
Scroopy Noopers, You animals! Animals!
Flippynips," Ooh, look whose little journey’s come to an end! Take him to Plutonimo Bay!"
Scroopy Noopers," You can’t kill the truth, father!"
Jerry, What?
Flippynips," I can see you’re confused. Plutonimo bay is a military prison, a sort of play on words-"
Jerry," Did he call you father? Scroopy Noopers, the anti-planet nutjob is your son?"
Flippynips," The young eat the old if you let them, Jerry. Pluto is a cold, cold celestial dwarf."
Jerry, It’s a what?
Flippynips," Huh? Oh- planet! Hah! Hoh, Pluto is a cold cold planet! That’s what I meant. Knock ‘em dead out there, you. [sips champagne]"
Jerry, Pluto is…
Jerry, [sigh] Not a planet.
Crowd, Boo! [throws things]
Jerry," Ow! It’s not a planet! Hey! It’s not a planet! I’m an idiot, and I love my son!"
Needful," It’s been a long six hours, but we’ve overhauled Needful Things into the globally compliant, web 4.0 e-nomenon, n33dful.com! Spelled with 3s instead of Es."
Crowd, Woot! Yeah! Woot! Excited!
Needful," Okay, that’s it! We just got bought by Google!"
Crowd, Yeah!
Summer," Mmh! I’m so proud of you, Lucius. So… how much did we make?"
Needful, Haha. ‘We.’ [pushes Summer away] This is my business! Security!
Summer, Ah! You’re Zuckerberging me?
Needful," I was Zuckerberging people before Zuckerberg’s balls dropped. I’m the devil, beeyotch! What what!"
Jerry, Hey!
Jerry, Hey Morty.
Morty, Oh! Hey dad! [closes laptop] Um… What are you doing back from Pluto so quick?
Jerry," Ah, some people just can’t handle the truth. Especially dummies like me. Morty, I’m not as smart as your grandpa Rick, but I promise never to make that your problem again."
Morty," Hey, dad? Nobody’s smarter than Rick. But nobody else is my dad. You’re a genius at that."
Jerry," Wow… that’s humbling… and flattering, son. Thank you. What say we finish ourselves an 8-planet solar system?"
Morty, Um… I’m just going to take this thing in and… get an A. [Holds up butter robot]
Butter robot, Butter.
Jerry, But-
Morty," You’re a genius at being my dad, dad. Quit while you’re ahead. And also, knock next time, you know? I mean, I’m sitting in here, I’m 14! I got a computer in here, you know!"
Jerry, Oh. I uh- I think I underst-
Morty," You know you’re really playing with fire when you burst in here like that, man."
Jerry, I get it! Say no more.
Morty," I mean, one of these days, you know, you’re gonna, you’re gonna end up seeing something-"
Jerry, I got it! Noted! Goodnight!
Rick, How’s your pretend grandpa doing AKA the devil?
Summer, He dumped me.
Rick," Oof, sorry."
Summer, Did we learn a lesson here I’m not seeing?
Rick," Hm, not sure."
Summer," Maybe in a much bigger way, Mr. Needful gave us both what we really wanted? Because I was always jealous of you hanging out with Morty and you didn’t realise how much you valued my approval?"
Rick," No, that’s dumb."
Summer," Nah, not satisfying."
Rick," I’ll tell you what though, if it’s satisfaction you’re after, I think I might have an idea. [whispers]"
Summer, [listening] Uh huh… uh huh… uh huh totally let’s do it!
Needful, And that’s how I took my storefront into the forefront of the upfront! Thank you Seattle!
Needful, Rick? Summer?
Rick, Stupid mother-
Summer, Stupid bitch!
Rick, Stupid motherfucker!
Summer, Get some!
Rick, How do you like that! Augh! How do you like that?
Needful, Ugh… Why?
Summer, (lifting Mr. Needful by the neck of his shirt) Because sometimes what you really need is for someone else to pay a horrible price.
Rick, We did it!
Summer," Haha, yeah bro. Yeah! Haha!"
Rick," Was totally worth it! We did it, hahaha! We just pulled it off!"
Summer, Yeah bro!
Rick, Hahaha!
Summer, Yeah.
Post credits scene," X Gon’ Give It To Ya starts playing. Rick and Summer beat up a nazi wearing suspenders, a schoolyard bully, a man holding a “God hates fags!” sign and a man walking his dog who yanks its collar hard when it tries to stop]"
in, Rick and Morty Transcripts
Beth," So dad, guess what tomorrow is…"
Rick, Martin Luther King Jr.’s birthday.
Beth," No… well, it might be…"
Rick, It is.
Beth," Fine, but also, tomorrow is your 1 year anniversary back in our lives. I’m gonna make you flying saucer-shaped pancakes."
Rick," Oh, there’s no need to do that, Beth. Regular pancakes are fine."
Beth," Happy anniversary, dad!"
Rick," Oh, I get it. Regular pancakes are already shaped like flying saucers. [takes bite] Mmm, I should be making you breakfast for putting up with me."
Jerry, Should be making us a whole restaurant.
Beth," Nonsense, we couldn’t be happier to have you around. I just wish I got to see more of you."
Jerry, Hey! What the heck?
Jerry," Wait, no!"
Summer, Dad!
Beth, Dad!
Morty, Rick!
Morty," Oh, man."
Beth," Wait, wh-wh-wh-what about Jerry?"
Jerry," -give you anything! I have a rare antique coin collection, just don’t hurt me! [pauses] Okay, maybe not antique, but it was a limited minting. They have little R2D2s instead of George Washingtons."
Beth, Our son’s been abducted!
Jerry, You hate me for buying those coins!
 most of the entire intergalactic government, wh-wherever you find people with heads up their asses someone wants a piece of your grandpa. And a lot of versions of me on different timelines had the same problem. So a few thousand versions of me had the INGENIOUS IDEA OF BANDING TOGETHER like a herd of cattle or a school of fish or those people who answer questions on yahoo answers.
Morty Doll, Show me the Morty!
Riq IV, Bring up the holograms!
Riq IV," 27 Ricks brutally murdered in their own timelines. An unprecedented Rick-icidal epidemic. What say you, Earth Rick C-137?"
Riq IV, You [belches] have a history of non-cooperation with the council.
Riq IV, Because he’s dead too!
Rick crowd, No!
Riq IV," Who else would you have us question? You fit the profile. Of all the Ricks in the central finite curve, you’re the malcontent. The rogue."
Rick crowd," (Can you believe this guy? This guy needs to get out of here, etc. Ad lib)"
Riq IV, Evidence? Good idea. Scan his portal gun!
Riq IV," Yes, but it appears you alone have been going to the exact timelines and locations in which the murders occured!"
Riq IV," Earth Rick C-137! The council of Ricks sentences you to the machine of unspeakable doom, which swaps your conscious and unconscious minds, rendering your fantasies pointless while everything you know becomes impossible to grasp. Also every ten seconds it stabs your balls."
Crowd rick," Uh uh, not you!"
 Population," A whole lot, sonny!”]"
Armed Ricks," (Ugh, son of a-, aw geez, aw man, we lost him, etc. Ad lib)"
Rick, That’ll keep ‘em [belches] busy for a while.
Morty," Those guys were wrong, right? You don’t- you wouldn’t kill yourself… y-yourselves?"
Rick," 'Course not, Morty! How could that profit me? Someone out there is killing Ricks, and the council ain’t gonna stop thinking it’s me until we clear our names."
Rick, By finding the real Rick killer.
Morty," I’m scared, Rick! Maybe we should go home and stockpile weapons like that show Doomsday Preppers."
Rick," Not really my style, Morty. Besides, your home is most likely swarming with Ricks right now."
Beth, Who wants lemonade?
Beth," Aww, thank [belches] you!"
All Ricks, Ohohoho! She did it! She did it!
Jerry," Uh, hello?"
Jerry," Rick! Heyy. Haha, what’s- what’s up?"
Jerry, What?
Jerry," Rick, no! Mortyyyy!"
All Ricks," [laughing] (Look at his face! I can’t believe our daughter married you, too easy, etc. Ad lib)"
Rick, The Ricks are probably gonna waste some time messing with Jerry. They won’t be able to help themselves. But as soon as they get bored they’ll be on to us.
Chair waiter," Phones á la clams, and phonesgetti with phoneballs. Anything else?"
Rick," Yeah, more phonesticks please."
Phone waiter," Right away, sir."
Morty," You know Rick, when I first saw all those Ricks and Mortys, I thought ‘gee, that kinda devalues our bond.’ But then I realised that just means that our relationship must be pretty special to span over all those different timelines."
Rick," Yeah, it’s gotta be that way. You’re a camouflage."
